participant,item,condition,slider.response,my_rs,total_residuals,unique_item_no,session,trials.thisN,half,literacy,age_textbox.text,gender_slider.response,dot_pitch,res_width,VT_no_correct,difference
60,28,C_exp3,0.1875,0.684772727,73.36,111,64183ef205152adfff37eabc,109,Second,21,22,M,0.35520312499999995,1280,6,0.497272727
60,9,A_exp3,0.448611111,0.343636364,94.9,33,64183ef205152adfff37eabc,110,Second,21,22,M,0.35520312499999995,1280,6,-0.10497474699999998
60,33,C_exp3,0.345833333,0.774545455,63.57,131,64183ef205152adfff37eabc,111,Second,21,22,M,0.35520312499999995,1280,6,0.42871212200000003
60,22,B_exp3,0.666666667,0.577045455,82.45,86,64183ef205152adfff37eabc,112,Second,21,22,M,0.35520312499999995,1280,6,-0.08962121199999995
60,25,C_exp3,0.343055556,0.630909091,78.2,99,64183ef205152adfff37eabc,113,Second,21,22,M,0.35520312499999995,1280,6,0.28785353500000005
60,8,B_exp3,0.501388889,0.325681818,95.52,30,64183ef205152adfff37eabc,114,Second,21,22,M,0.35520312499999995,1280,6,-0.175707071
60,12,C_exp3,0.151388889,0.3975,92.82,47,64183ef205152adfff37eabc,115,Second,21,22,M,0.35520312499999995,1280,6,0.24611111100000002
60,23,B_exp3,0.706944444,0.595,81.13,90,64183ef205152adfff37eabc,116,Second,21,22,M,0.35520312499999995,1280,6,-0.11194444400000003
60,31,B_exp3,0.770833333,0.738636364,67.86,122,64183ef205152adfff37eabc,117,Second,21,22,M,0.35520312499999995,1280,6,-0.03219696900000002
60,22,A_exp3,0.847222222,0.577045455,82.45,85,64183ef205152adfff37eabc,118,Second,21,22,M,0.35520312499999995,1280,6,-0.27017676699999993
60,19,A_exp3,0.779166667,0.523181818,86.21,73,64183ef205152adfff37eabc,119,Second,21,22,M,0.35520312499999995,1280,6,-0.25598484900000007
60,44,A_exp3,0.948611111,0.972045455,23.65,173,64183ef205152adfff37eabc,120,Second,21,22,M,0.35520312499999995,1280,6,0.023434343999999996
60,34,C_exp3,0.418055556,0.7925,61.29,135,64183ef205152adfff37eabc,121,Second,21,22,M,0.35520312499999995,1280,6,0.374444444
60,24,D_exp3,0.251388889,0.612954545,79.66,96,64183ef205152adfff37eabc,122,Second,21,22,M,0.35520312499999995,1280,6,0.361565656
60,33,B_exp3,0.748611111,0.774545455,63.57,130,64183ef205152adfff37eabc,123,Second,21,22,M,0.35520312499999995,1280,6,0.025934344000000054
60,42,C_exp3,0.798611111,0.936136364,35.25,167,64183ef205152adfff37eabc,124,Second,21,22,M,0.35520312499999995,1280,6,0.13752525299999996
60,15,D_exp3,0.295833333,0.451363636,90.29,60,64183ef205152adfff37eabc,125,Second,21,22,M,0.35520312499999995,1280,6,0.15553030300000004
60,29,C_exp3,0.2,0.702727273,71.6,115,64183ef205152adfff37eabc,126,Second,21,22,M,0.35520312499999995,1280,6,0.5027272730000001
60,17,D_exp3,0.198611111,0.487272727,88.33,68,64183ef205152adfff37eabc,127,Second,21,22,M,0.35520312499999995,1280,6,0.288661616
60,21,C_exp3,0.1625,0.559090909,83.77,83,64183ef205152adfff37eabc,128,Second,21,22,M,0.35520312499999995,1280,6,0.39659090900000005
60,8,D_exp3,0.109722222,0.325681818,95.52,32,64183ef205152adfff37eabc,130,Second,21,22,M,0.35520312499999995,1280,6,0.21595959600000003
60,4,B_exp3,0.280555556,0.253863636,97.45,14,64183ef205152adfff37eabc,131,Second,21,22,M,0.35520312499999995,1280,6,-0.02669191999999998
60,11,D_exp3,0.123611111,0.379545455,93.55,44,64183ef205152adfff37eabc,132,Second,21,22,M,0.35520312499999995,1280,6,0.255934344
60,20,B_exp3,0.701388889,0.541136364,85.04,78,64183ef205152adfff37eabc,133,Second,21,22,M,0.35520312499999995,1280,6,-0.16025252499999998
60,24,C_exp3,0.276388889,0.612954545,79.66,95,64183ef205152adfff37eabc,135,Second,21,22,M,0.35520312499999995,1280,6,0.336565656
60,20,D_exp3,0.272222222,0.541136364,85.04,80,64183ef205152adfff37eabc,136,Second,21,22,M,0.35520312499999995,1280,6,0.26891414199999997
60,11,C_exp3,0.126388889,0.379545455,93.55,43,64183ef205152adfff37eabc,137,Second,21,22,M,0.35520312499999995,1280,6,0.25315656599999997
60,22,C_exp3,0.280555556,0.577045455,82.45,87,64183ef205152adfff37eabc,138,Second,21,22,M,0.35520312499999995,1280,6,0.29648989900000006
60,15,B_exp3,0.502777778,0.451363636,90.29,58,64183ef205152adfff37eabc,139,Second,21,22,M,0.35520312499999995,1280,6,-0.051414141999999996
60,40,C_exp3,0.779166667,0.900227273,43.56,159,64183ef205152adfff37eabc,140,Second,21,22,M,0.35520312499999995,1280,6,0.12106060600000002
60,12,B_exp3,0.563888889,0.3975,92.82,46,64183ef205152adfff37eabc,141,Second,21,22,M,0.35520312499999995,1280,6,-0.16638888899999998
60,9,D_exp3,0.161111111,0.343636364,94.9,36,64183ef205152adfff37eabc,142,Second,21,22,M,0.35520312499999995,1280,6,0.18252525300000003
60,31,A_exp3,0.7375,0.738636364,67.86,121,64183ef205152adfff37eabc,143,Second,21,22,M,0.35520312499999995,1280,6,0.0011363639999999453
60,29,D_exp3,0.640277778,0.702727273,71.6,116,64183ef205152adfff37eabc,144,Second,21,22,M,0.35520312499999995,1280,6,0.06244949500000008
60,41,A_exp3,0.877777778,0.918181818,39.66,161,64183ef205152adfff37eabc,145,Second,21,22,M,0.35520312499999995,1280,6,0.040404039999999974
60,11,A_exp3,0.497222222,0.379545455,93.55,41,64183ef205152adfff37eabc,146,Second,21,22,M,0.35520312499999995,1280,6,-0.11767676700000002
60,10,C_exp3,0.086111111,0.361590909,94.23,39,64183ef205152adfff37eabc,147,Second,21,22,M,0.35520312499999995,1280,6,0.275479798
60,26,D_exp3,0.402777778,0.648863636,76.62,104,64183ef205152adfff37eabc,148,Second,21,22,M,0.35520312499999995,1280,6,0.246085858
60,10,B_exp3,0.497222222,0.361590909,94.23,38,64183ef205152adfff37eabc,149,Second,21,22,M,0.35520312499999995,1280,6,-0.13563131299999998
60,16,C_exp3,0.126388889,0.469318182,89.4,63,64183ef205152adfff37eabc,150,Second,21,22,M,0.35520312499999995,1280,6,0.34292929299999997
60,19,C_exp3,0.051388889,0.523181818,86.21,75,64183ef205152adfff37eabc,151,Second,21,22,M,0.35520312499999995,1280,6,0.47179292899999997
60,40,B_exp3,0.815277778,0.900227273,43.56,158,64183ef205152adfff37eabc,152,Second,21,22,M,0.35520312499999995,1280,6,0.08494949500000004
60,6,C_exp3,0.076388889,0.289772727,96.58,23,64183ef205152adfff37eabc,153,Second,21,22,M,0.35520312499999995,1280,6,0.213383838
60,27,C_exp3,0.147222222,0.666818182,75.05,107,64183ef205152adfff37eabc,154,Second,21,22,M,0.35520312499999995,1280,6,0.51959596
60,32,A_exp3,0.743055556,0.756590909,65.73,125,64183ef205152adfff37eabc,155,Second,21,22,M,0.35520312499999995,1280,6,0.013535353000000083
60,18,D_exp3,0.302777778,0.505227273,87.36,72,64183ef205152adfff37eabc,156,Second,21,22,M,0.35520312499999995,1280,6,0.20244949500000003
60,26,A_exp3,0.438888889,0.648863636,76.62,101,64183ef205152adfff37eabc,157,Second,21,22,M,0.35520312499999995,1280,6,0.20997474699999996
60,20,C_exp3,0.15,0.541136364,85.04,79,64183ef205152adfff37eabc,158,Second,21,22,M,0.35520312499999995,1280,6,0.39113636399999996
60,38,C_exp3,0.602777778,0.864318182,50.47,151,64183ef205152adfff37eabc,159,Second,21,22,M,0.35520312499999995,1280,6,0.261540404
60,44,D_exp3,0.898611111,0.972045455,23.65,176,64183ef205152adfff37eabc,160,Second,21,22,M,0.35520312499999995,1280,6,0.07343434399999993
60,7,A_exp3,0.665277778,0.307727273,96.03,25,64183ef205152adfff37eabc,161,Second,21,22,M,0.35520312499999995,1280,6,-0.35755050499999996
60,8,C_exp3,0.065277778,0.325681818,95.52,31,64183ef205152adfff37eabc,162,Second,21,22,M,0.35520312499999995,1280,6,0.26040404
60,43,A_exp3,0.902777778,0.954090909,30.04,169,64183ef205152adfff37eabc,163,Second,21,22,M,0.35520312499999995,1280,6,0.05131313100000001
60,2,C_exp3,0.136111111,0.217954545,98.2,7,64183ef205152adfff37eabc,164,Second,21,22,M,0.35520312499999995,1280,6,0.08184343399999999
60,24,B_exp3,0.655555556,0.612954545,79.66,94,64183ef205152adfff37eabc,165,Second,21,22,M,0.35520312499999995,1280,6,-0.04260101100000002
60,23,C_exp3,0.211111111,0.595,81.13,91,64183ef205152adfff37eabc,166,Second,21,22,M,0.35520312499999995,1280,6,0.38388888899999996
60,30,D_exp3,0.4125,0.720681818,69.76,120,64183ef205152adfff37eabc,168,Second,21,22,M,0.35520312499999995,1280,6,0.308181818
60,7,C_exp3,0.083333333,0.307727273,96.03,27,64183ef205152adfff37eabc,169,Second,21,22,M,0.35520312499999995,1280,6,0.22439394000000001
60,21,A_exp3,0.448611111,0.559090909,83.77,81,64183ef205152adfff37eabc,170,Second,21,22,M,0.35520312499999995,1280,6,0.11047979800000002
60,19,B_exp3,0.518055556,0.523181818,86.21,74,64183ef205152adfff37eabc,171,Second,21,22,M,0.35520312499999995,1280,6,0.0051262619999999925
60,30,A_exp3,0.729166667,0.720681818,69.76,117,64183ef205152adfff37eabc,172,Second,21,22,M,0.35520312499999995,1280,6,-0.008484849000000017
60,18,C_exp3,0.134722222,0.505227273,87.36,71,64183ef205152adfff37eabc,173,Second,21,22,M,0.35520312499999995,1280,6,0.37050505100000003
60,22,D_exp3,0.173611111,0.577045455,82.45,88,64183ef205152adfff37eabc,174,Second,21,22,M,0.35520312499999995,1280,6,0.403434344
60,45,D_exp3,0.970833333,0.99,14.13,180,64183ef205152adfff37eabc,175,Second,21,22,M,0.35520312499999995,1280,6,0.019166667000000026
60,44,B_exp3,0.916666667,0.972045455,23.65,174,64183ef205152adfff37eabc,176,Second,21,22,M,0.35520312499999995,1280,6,0.05537878799999996
60,34,D_exp3,0.606944444,0.7925,61.29,136,64183ef205152adfff37eabc,177,Second,21,22,M,0.35520312499999995,1280,6,0.18555555599999995
60,35,C_exp3,0.433333333,0.810454545,58.87,139,64183ef205152adfff37eabc,178,Second,21,22,M,0.35520312499999995,1280,6,0.37712121200000004
60,2,A_exp3,0.384722222,0.217954545,98.2,5,64183ef205152adfff37eabc,179,Second,21,22,M,0.35520312499999995,1280,6,-0.166767677
60,16,A_exp3,0.395833333,0.469318182,89.4,61,64183ef205152adfff37eabc,180,Second,21,22,M,0.35520312499999995,1280,6,0.07348484899999996
60,38,A_exp3,0.780555556,0.864318182,50.47,149,64183ef205152adfff37eabc,181,Second,21,22,M,0.35520312499999995,1280,6,0.08376262599999995
60,24,A_exp3,0.718055556,0.612954545,79.66,93,64183ef205152adfff37eabc,182,Second,21,22,M,0.35520312499999995,1280,6,-0.10510101100000002
60,33,A_exp3,0.748611111,0.774545455,63.57,129,64183ef205152adfff37eabc,183,Second,21,22,M,0.35520312499999995,1280,6,0.025934344000000054
60,17,A_exp3,0.658333333,0.487272727,88.33,65,64183ef205152adfff37eabc,184,Second,21,22,M,0.35520312499999995,1280,6,-0.17106060599999995
60,39,C_exp3,0.6125,0.882272727,47.19,155,64183ef205152adfff37eabc,185,Second,21,22,M,0.35520312499999995,1280,6,0.269772727
102,5,D_exp3,0.298868915,0.271818182,96.99,20,641841f8285e2f1f47933e53,0,First,20,22,F,0.2737555555555555,1800,6,-0.027050732999999993
102,1,A_exp3,0.691420667,0.2,98.47,1,641841f8285e2f1f47933e53,1,First,20,22,F,0.2737555555555555,1800,6,-0.49142066700000003
102,24,D_exp3,0.668545884,0.612954545,79.66,96,641841f8285e2f1f47933e53,2,First,20,22,F,0.2737555555555555,1800,6,-0.05559133900000002
102,17,A_exp3,0.546820951,0.487272727,88.33,65,641841f8285e2f1f47933e53,3,First,20,22,F,0.2737555555555555,1800,6,-0.05954822400000004
102,17,B_exp3,0.606525594,0.487272727,88.33,66,641841f8285e2f1f47933e53,4,First,20,22,F,0.2737555555555555,1800,6,-0.11925286699999993
102,30,A_exp3,0.694787203,0.720681818,69.76,117,641841f8285e2f1f47933e53,5,First,20,22,F,0.2737555555555555,1800,6,0.02589461500000001
102,34,D_exp3,0.610074314,0.7925,61.29,136,641841f8285e2f1f47933e53,6,First,20,22,F,0.2737555555555555,1800,6,0.18242568599999998
102,14,A_exp3,0.477890179,0.433409091,91.2,53,641841f8285e2f1f47933e53,7,First,20,22,F,0.2737555555555555,1800,6,-0.044481088
102,2,D_exp3,0.213805928,0.217954545,98.2,8,641841f8285e2f1f47933e53,8,First,20,22,F,0.2737555555555555,1800,6,0.004148616999999993
102,42,D_exp3,0.821687375,0.936136364,35.25,168,641841f8285e2f1f47933e53,9,First,20,22,F,0.2737555555555555,1800,6,0.114448989
102,8,D_exp3,0.231048929,0.325681818,95.52,32,641841f8285e2f1f47933e53,10,First,20,22,F,0.2737555555555555,1800,6,0.09463288900000003
102,35,B_exp3,0.819552826,0.810454545,58.87,138,641841f8285e2f1f47933e53,11,First,20,22,F,0.2737555555555555,1800,6,-0.009098280999999986
102,4,D_exp3,0.207101121,0.253863636,97.45,16,641841f8285e2f1f47933e53,12,First,20,22,F,0.2737555555555555,1800,6,0.046762515000000004
102,19,D_exp3,0.212128899,0.523181818,86.21,76,641841f8285e2f1f47933e53,13,First,20,22,F,0.2737555555555555,1800,6,0.311052919
102,23,B_exp3,0.467930002,0.595,81.13,90,641841f8285e2f1f47933e53,14,First,20,22,F,0.2737555555555555,1800,6,0.12706999799999996
102,22,D_exp3,0.336948124,0.577045455,82.45,88,641841f8285e2f1f47933e53,15,First,20,22,F,0.2737555555555555,1800,6,0.24009733100000002
102,41,D_exp3,0.831784705,0.918181818,39.66,164,641841f8285e2f1f47933e53,16,First,20,22,F,0.2737555555555555,1800,6,0.08639711299999997
102,19,C_exp3,0.144183777,0.523181818,86.21,75,641841f8285e2f1f47933e53,17,First,20,22,F,0.2737555555555555,1800,6,0.37899804099999995
102,6,C_exp3,0.135423306,0.289772727,96.58,23,641841f8285e2f1f47933e53,18,First,20,22,F,0.2737555555555555,1800,6,0.15434942100000001
102,1,B_exp3,0.300623852,0.2,98.47,2,641841f8285e2f1f47933e53,19,First,20,22,F,0.2737555555555555,1800,6,-0.10062385200000001
102,42,B_exp3,0.893739674,0.936136364,35.25,166,641841f8285e2f1f47933e53,20,First,20,22,F,0.2737555555555555,1800,6,0.042396690000000015
102,27,D_exp3,0.59300487,0.666818182,75.05,108,641841f8285e2f1f47933e53,21,First,20,22,F,0.2737555555555555,1800,6,0.07381331199999996
102,39,B_exp3,0.768143322,0.882272727,47.19,154,641841f8285e2f1f47933e53,22,First,20,22,F,0.2737555555555555,1800,6,0.11412940500000002
102,12,D_exp3,0.315342873,0.3975,92.82,48,641841f8285e2f1f47933e53,23,First,20,22,F,0.2737555555555555,1800,6,0.082157127
102,44,C_exp3,0.90931845,0.972045455,23.65,175,641841f8285e2f1f47933e53,24,First,20,22,F,0.2737555555555555,1800,6,0.06272700499999995
102,20,B_exp3,0.382535309,0.541136364,85.04,78,641841f8285e2f1f47933e53,25,First,20,22,F,0.2737555555555555,1800,6,0.158601055
102,4,A_exp3,0.37501594,0.253863636,97.45,13,641841f8285e2f1f47933e53,26,First,20,22,F,0.2737555555555555,1800,6,-0.12115230399999999
102,36,B_exp3,0.717919039,0.828409091,56.22,142,641841f8285e2f1f47933e53,27,First,20,22,F,0.2737555555555555,1800,6,0.11049005200000006
102,43,C_exp3,0.829274831,0.954090909,30.04,171,641841f8285e2f1f47933e53,28,First,20,22,F,0.2737555555555555,1800,6,0.12481607800000005
102,36,C_exp3,0.652292087,0.828409091,56.22,143,641841f8285e2f1f47933e53,29,First,20,22,F,0.2737555555555555,1800,6,0.17611700400000008
102,23,D_exp3,0.379268762,0.595,81.13,92,641841f8285e2f1f47933e53,30,First,20,22,F,0.2737555555555555,1800,6,0.215731238
102,12,A_exp3,0.386046973,0.3975,92.82,45,641841f8285e2f1f47933e53,32,First,20,22,F,0.2737555555555555,1800,6,0.011453027000000005
102,11,A_exp3,0.327236265,0.379545455,93.55,41,641841f8285e2f1f47933e53,33,First,20,22,F,0.2737555555555555,1800,6,0.05230918999999995
102,21,A_exp3,0.499822091,0.559090909,83.77,81,641841f8285e2f1f47933e53,34,First,20,22,F,0.2737555555555555,1800,6,0.059268818
102,18,A_exp3,0.449761165,0.505227273,87.36,69,641841f8285e2f1f47933e53,35,First,20,22,F,0.2737555555555555,1800,6,0.055466108000000014
102,4,C_exp3,0.188388068,0.253863636,97.45,15,641841f8285e2f1f47933e53,36,First,20,22,F,0.2737555555555555,1800,6,0.06547556800000001
102,24,C_exp3,0.267552563,0.612954545,79.66,95,641841f8285e2f1f47933e53,37,First,20,22,F,0.2737555555555555,1800,6,0.345401982
102,12,C_exp3,0.347927453,0.3975,92.82,47,641841f8285e2f1f47933e53,39,First,20,22,F,0.2737555555555555,1800,6,0.04957254700000002
102,38,C_exp3,0.59828102,0.864318182,50.47,151,641841f8285e2f1f47933e53,40,First,20,22,F,0.2737555555555555,1800,6,0.26603716199999994
102,39,C_exp3,0.747232081,0.882272727,47.19,155,641841f8285e2f1f47933e53,41,First,20,22,F,0.2737555555555555,1800,6,0.135040646
102,5,C_exp3,0.172121629,0.271818182,96.99,19,641841f8285e2f1f47933e53,42,First,20,22,F,0.2737555555555555,1800,6,0.09969655300000002
102,40,A_exp3,0.969017993,0.900227273,43.56,157,641841f8285e2f1f47933e53,43,First,20,22,F,0.2737555555555555,1800,6,-0.06879071999999997
102,45,C_exp3,0.92791437,0.99,14.13,179,641841f8285e2f1f47933e53,44,First,20,22,F,0.2737555555555555,1800,6,0.06208563
102,9,B_exp3,0.335495759,0.343636364,94.9,34,641841f8285e2f1f47933e53,45,First,20,22,F,0.2737555555555555,1800,6,0.008140605000000023
102,21,B_exp3,0.418056738,0.559090909,83.77,82,641841f8285e2f1f47933e53,46,First,20,22,F,0.2737555555555555,1800,6,0.14103417100000004
102,3,D_exp3,0.167335822,0.235909091,97.87,12,641841f8285e2f1f47933e53,47,First,20,22,F,0.2737555555555555,1800,6,0.06857326899999999
102,2,C_exp3,0.214955125,0.217954545,98.2,7,641841f8285e2f1f47933e53,48,First,20,22,F,0.2737555555555555,1800,6,0.0029994200000000026
102,16,D_exp3,0.151930386,0.469318182,89.4,64,641841f8285e2f1f47933e53,49,First,20,22,F,0.2737555555555555,1800,6,0.317387796
102,27,C_exp3,0.364648156,0.666818182,75.05,107,641841f8285e2f1f47933e53,50,First,20,22,F,0.2737555555555555,1800,6,0.302170026
102,40,D_exp3,0.663178046,0.900227273,43.56,160,641841f8285e2f1f47933e53,51,First,20,22,F,0.2737555555555555,1800,6,0.23704922700000008
102,4,B_exp3,0.356562382,0.253863636,97.45,14,641841f8285e2f1f47933e53,52,First,20,22,F,0.2737555555555555,1800,6,-0.10269874600000001
102,18,D_exp3,0.393141266,0.505227273,87.36,72,641841f8285e2f1f47933e53,53,First,20,22,F,0.2737555555555555,1800,6,0.11208600700000004
102,11,B_exp3,0.348753137,0.379545455,93.55,42,641841f8285e2f1f47933e53,54,First,20,22,F,0.2737555555555555,1800,6,0.030792317999999985
102,34,C_exp3,0.574470907,0.7925,61.29,135,641841f8285e2f1f47933e53,55,First,20,22,F,0.2737555555555555,1800,6,0.21802909299999995
102,13,C_exp3,0.307413674,0.415454545,91.98,51,641841f8285e2f1f47933e53,56,First,20,22,F,0.2737555555555555,1800,6,0.10804087099999998
102,32,D_exp3,0.601203003,0.756590909,65.73,128,641841f8285e2f1f47933e53,57,First,20,22,F,0.2737555555555555,1800,6,0.15538790600000008
102,8,A_exp3,0.274791333,0.325681818,95.52,29,641841f8285e2f1f47933e53,58,First,20,22,F,0.2737555555555555,1800,6,0.050890484999999985
102,11,C_exp3,0.342547191,0.379545455,93.55,43,641841f8285e2f1f47933e53,59,First,20,22,F,0.2737555555555555,1800,6,0.036998264
102,25,D_exp3,0.431561675,0.630909091,78.2,100,641841f8285e2f1f47933e53,60,First,20,22,F,0.2737555555555555,1800,6,0.19934741600000006
102,43,A_exp3,0.871656016,0.954090909,30.04,169,641841f8285e2f1f47933e53,61,First,20,22,F,0.2737555555555555,1800,6,0.08243489300000006
102,3,B_exp3,0.259831697,0.235909091,97.87,10,641841f8285e2f1f47933e53,62,First,20,22,F,0.2737555555555555,1800,6,-0.023922605999999985
102,36,A_exp3,0.816877696,0.828409091,56.22,141,641841f8285e2f1f47933e53,63,First,20,22,F,0.2737555555555555,1800,6,0.011531395
102,28,A_exp3,0.680404933,0.684772727,73.36,109,641841f8285e2f1f47933e53,64,First,20,22,F,0.2737555555555555,1800,6,0.00436779399999998
102,42,A_exp3,0.895040672,0.936136364,35.25,165,641841f8285e2f1f47933e53,65,First,20,22,F,0.2737555555555555,1800,6,0.04109569199999996
102,28,C_exp3,0.562710274,0.684772727,73.36,111,641841f8285e2f1f47933e53,66,First,20,22,F,0.2737555555555555,1800,6,0.12206245300000007
102,30,C_exp3,0.516937976,0.720681818,69.76,119,641841f8285e2f1f47933e53,67,First,20,22,F,0.2737555555555555,1800,6,0.20374384199999995
102,19,B_exp3,0.406312272,0.523181818,86.21,74,641841f8285e2f1f47933e53,68,First,20,22,F,0.2737555555555555,1800,6,0.11686954599999999
102,44,A_exp3,0.895474158,0.972045455,23.65,173,641841f8285e2f1f47933e53,69,First,20,22,F,0.2737555555555555,1800,6,0.07657129699999998
102,44,B_exp3,0.912599266,0.972045455,23.65,174,641841f8285e2f1f47933e53,70,First,20,22,F,0.2737555555555555,1800,6,0.05944618899999998
102,17,C_exp3,0.255096129,0.487272727,88.33,67,641841f8285e2f1f47933e53,71,First,20,22,F,0.2737555555555555,1800,6,0.232176598
102,10,C_exp3,0.244453876,0.361590909,94.23,39,641841f8285e2f1f47933e53,72,First,20,22,F,0.2737555555555555,1800,6,0.11713703300000003
102,6,D_exp3,0.124298768,0.289772727,96.58,24,641841f8285e2f1f47933e53,73,First,20,22,F,0.2737555555555555,1800,6,0.165473959
102,16,C_exp3,0.348964292,0.469318182,89.4,63,641841f8285e2f1f47933e53,74,First,20,22,F,0.2737555555555555,1800,6,0.12035388999999996
102,24,B_exp3,0.352412154,0.612954545,79.66,94,641841f8285e2f1f47933e53,75,First,20,22,F,0.2737555555555555,1800,6,0.26054239100000004
102,41,C_exp3,0.66799022,0.918181818,39.66,163,641841f8285e2f1f47933e53,76,First,20,22,F,0.2737555555555555,1800,6,0.250191598
102,31,D_exp3,0.536708321,0.738636364,67.86,124,641841f8285e2f1f47933e53,77,First,20,22,F,0.2737555555555555,1800,6,0.201928043
102,33,C_exp3,0.607015828,0.774545455,63.57,131,641841f8285e2f1f47933e53,78,First,20,22,F,0.2737555555555555,1800,6,0.16752962700000007
102,8,C_exp3,0.34180853,0.325681818,95.52,31,641841f8285e2f1f47933e53,79,First,20,22,F,0.2737555555555555,1800,6,-0.016126711999999988
102,32,A_exp3,0.783133556,0.756590909,65.73,125,641841f8285e2f1f47933e53,80,First,20,22,F,0.2737555555555555,1800,6,-0.026542646999999975
102,17,D_exp3,0.227639641,0.487272727,88.33,68,641841f8285e2f1f47933e53,81,First,20,22,F,0.2737555555555555,1800,6,0.259633086
102,15,C_exp3,0.277023537,0.451363636,90.29,59,641841f8285e2f1f47933e53,82,First,20,22,F,0.2737555555555555,1800,6,0.17434009900000003
102,37,C_exp3,0.671146036,0.846363636,53.4,147,641841f8285e2f1f47933e53,83,First,20,22,F,0.2737555555555555,1800,6,0.17521759999999997
102,33,D_exp3,0.652879652,0.774545455,63.57,132,641841f8285e2f1f47933e53,84,First,20,22,F,0.2737555555555555,1800,6,0.12166580300000007
102,20,D_exp3,0.458056358,0.541136364,85.04,80,641841f8285e2f1f47933e53,85,First,20,22,F,0.2737555555555555,1800,6,0.08308000599999998
102,1,C_exp3,0.288836471,0.2,98.47,3,641841f8285e2f1f47933e53,86,First,20,22,F,0.2737555555555555,1800,6,-0.08883647099999997
102,7,D_exp3,0.328374774,0.307727273,96.03,28,641841f8285e2f1f47933e53,87,First,20,22,F,0.2737555555555555,1800,6,-0.020647500999999957
102,6,A_exp3,0.279589564,0.289772727,96.58,21,641841f8285e2f1f47933e53,88,First,20,22,F,0.2737555555555555,1800,6,0.010183162999999995
102,13,B_exp3,0.328488435,0.415454545,91.98,50,641841f8285e2f1f47933e53,89,First,20,22,F,0.2737555555555555,1800,6,0.08696610999999999
102,35,D_exp3,0.718035901,0.810454545,58.87,140,641841f8285e2f1f47933e53,90,First,20,22,F,0.2737555555555555,1800,6,0.092418644
102,26,C_exp3,0.531097481,0.648863636,76.62,103,641841f8285e2f1f47933e53,91,First,20,22,F,0.2737555555555555,1800,6,0.11776615499999998
102,18,C_exp3,0.396437164,0.505227273,87.36,71,641841f8285e2f1f47933e53,92,First,20,22,F,0.2737555555555555,1800,6,0.10879010900000002
102,13,A_exp3,0.402605675,0.415454545,91.98,49,641841f8285e2f1f47933e53,93,Second,20,22,F,0.2737555555555555,1800,6,0.012848870000000012
102,12,B_exp3,0.279955558,0.3975,92.82,46,641841f8285e2f1f47933e53,94,Second,20,22,F,0.2737555555555555,1800,6,0.11754444200000003
102,10,B_exp3,0.281405807,0.361590909,94.23,38,641841f8285e2f1f47933e53,95,Second,20,22,F,0.2737555555555555,1800,6,0.08018510200000001
102,15,A_exp3,0.571770875,0.451363636,90.29,57,641841f8285e2f1f47933e53,97,Second,20,22,F,0.2737555555555555,1800,6,-0.120407239
102,1,D_exp3,0.244966355,0.2,98.47,4,641841f8285e2f1f47933e53,98,Second,20,22,F,0.2737555555555555,1800,6,-0.044966354999999986
102,43,B_exp3,0.889715477,0.954090909,30.04,170,641841f8285e2f1f47933e53,99,Second,20,22,F,0.2737555555555555,1800,6,0.06437543200000007
102,8,B_exp3,0.366835656,0.325681818,95.52,30,641841f8285e2f1f47933e53,100,Second,20,22,F,0.2737555555555555,1800,6,-0.041153838
102,5,A_exp3,0.213580776,0.271818182,96.99,17,641841f8285e2f1f47933e53,101,Second,20,22,F,0.2737555555555555,1800,6,0.05823740600000002
102,3,A_exp3,0.282708759,0.235909091,97.87,9,641841f8285e2f1f47933e53,102,Second,20,22,F,0.2737555555555555,1800,6,-0.04679966799999999
102,38,B_exp3,0.754501503,0.864318182,50.47,150,641841f8285e2f1f47933e53,103,Second,20,22,F,0.2737555555555555,1800,6,0.10981667900000003
102,7,A_exp3,0.311085006,0.307727273,96.03,25,641841f8285e2f1f47933e53,104,Second,20,22,F,0.2737555555555555,1800,6,-0.003357732999999974
102,45,B_exp3,0.928905038,0.99,14.13,178,641841f8285e2f1f47933e53,105,Second,20,22,F,0.2737555555555555,1800,6,0.061094961999999975
102,40,B_exp3,0.837712765,0.900227273,43.56,158,641841f8285e2f1f47933e53,106,Second,20,22,F,0.2737555555555555,1800,6,0.06251450800000002
102,29,C_exp3,0.610661445,0.702727273,71.6,115,641841f8285e2f1f47933e53,107,Second,20,22,F,0.2737555555555555,1800,6,0.09206582800000007
102,26,B_exp3,0.473620757,0.648863636,76.62,102,641841f8285e2f1f47933e53,108,Second,20,22,F,0.2737555555555555,1800,6,0.17524287899999996
102,44,D_exp3,0.909332013,0.972045455,23.65,176,641841f8285e2f1f47933e53,109,Second,20,22,F,0.2737555555555555,1800,6,0.06271344199999995
102,25,C_exp3,0.363415029,0.630909091,78.2,99,641841f8285e2f1f47933e53,110,Second,20,22,F,0.2737555555555555,1800,6,0.26749406200000003
102,25,B_exp3,0.348384539,0.630909091,78.2,98,641841f8285e2f1f47933e53,111,Second,20,22,F,0.2737555555555555,1800,6,0.28252455200000004
102,33,B_exp3,0.617554023,0.774545455,63.57,130,641841f8285e2f1f47933e53,112,Second,20,22,F,0.2737555555555555,1800,6,0.1569914320000001
