instructions,q1_slider_DC_2.response,consent_loop.thisN,q3_slider_DC.response,expName,warning.started,pre_beliefs.stopped,slider_emotion.response,study_id,key_resp_6.keys,__session,__participant,images_typical,__experimentName,final.started,intro.started,final.stopped,debrief.started,key_resp_6.rt,key_resp_4.rt,trials.thisN,trials.thisTrialN,pre_beliefs.started,practice.started,consent.stopped,trial_w_slider.started,consent.started,key_resp_exp.rt,begin_experiment.stopped,literacy.stopped,literacy.started,q2_slider_DC.response,q4_slider.response,instructions.started,ready_to_go.started,key_resp_exp_post.keys,consent_loop.thisTrialN,consent_item,slide_counter,date,trials.thisRepN,unique_item_no_T,practice_key_resp.rt,slider_emotion.rt,q3_slider.response,slider_belief_post.response,OS,gender_slider.response,plots_with_labels_T,trials.thisIndex,demographics.started,q4_slider_DC.response,q2_slider_DC_2.response,consent_key.keys,key_resp_4.duration,consent_key.rt,DC_page_2.stopped,q1_slider_DC_3.response,DC_page_3.stopped,instructions_loop.thisIndex,instructions_loop.thisRepN,slider.response,consent_key.duration,key_resp_4.keys,debrief.stopped,DC_page_1.stopped,colour,q2_slider.response,consent_loop.thisIndex,post_beliefs.started,practice.stopped,instructions_loop.ran,trials.ran,instructions_loop.thisN,post_beliefs.stopped,q2_slider_DC_3.response,trial_w_slider.stopped,DC_page_3.started,begin_experiment.started,DC_page_2.started,slider_belief.rt,DC_page_1.started,key_resp_exp.keys,q4_slider_DC_2.response,slider_belief.response,warning.stopped,ready_to_go.stopped,instructions.stopped,instructions_loop.thisTrialN,q3_slider_DC_2.response,q1_slider_DC.response,q3_slider_DC_3.response,psychopyVersion,consent_loop.thisRepN,consent_count,q4_slider_DC_3.response,age_textbox.text,instructions_text,q5_slider.response,key_resp_exp_post.rt,__datetime,frameRate,practice_key_resp.keys,practice_slider_2.rt,slider.rt,q1_slider.response,demographics.stopped,practice_slider_2.response,consent_loop.ran,intro.stopped,slider_belief_post.rt,session,total_correct,passed,participant
﻿,NA,NA,NA,atypical_scatterplots_main_test_T,NA,390.518,2,66868c1df973f7ededaff065,NA,001,PARTICIPANT,NA,atypical_scatterplots_main_T,NA,NA,NA,NA,NA,NA,NA,NA,343.17439999999846,NA,NA,NA,NA,2.331800000000726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-05_13h01.13.315,NA,NA,NA,11.790700000002971,NA,NA,Win32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.98430000000076,NA,space,NA,3,NA,NA,NA,NA,NA,NA,NA,2024.1.1,NA,NA,NA,NA,NA,NA,NA,2024-07-05_13h00.30.415,60.60606060606061,NA,NA,NA,NA,NA,NA,NA,NA,NA,6687e03c2ea8417663e43d09,2,TRUE,45
﻿Please look at the following plot and use the slider to estimate the level of relatedness.,NA,NA,NA,atypical_scatterplots_main_test_T,NA,NA,NA,66868c1df973f7ededaff065,NA,001,PARTICIPANT,31_spice_T_hi.png,atypical_scatterplots_main_T,NA,NA,NA,NA,NA,97.73650000000008,0,0,NA,NA,NA,390.5206000000014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-05_13h01.13.315,0,31T,NA,NA,NA,NA,Win32,NA,all_plots/31_spice_T_hi.png,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.748148176405165,NA,space,NA,NA,black,NA,NA,NA,NA,NA,1,NA,NA,NA,490.8028999999985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024.1.1,NA,NA,NA,NA,NA,NA,NA,2024-07-05_13h00.30.415,60.60606060606061,NA,NA,91.09710000000148,NA,NA,NA,NA,NA,NA,6687e03c2ea8417663e43d09,2,TRUE,45
﻿Please look at the following plot and use the slider to estimate the level of relatedness.,NA,NA,NA,atypical_scatterplots_main_test_T,NA,NA,NA,66868c1df973f7ededaff065,NA,001,PARTICIPANT,13_spice_T_hi.png,atypical_scatterplots_main_T,NA,NA,NA,NA,NA,32.20480000000077,1,1,NA,NA,NA,490.8078000000008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-05_13h01.13.315,0,13T,NA,NA,NA,NA,Win32,NA,all_plots/13_spice_T_hi.png,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7527777777777778,NA,space,NA,NA,black,NA,NA,NA,NA,NA,1,NA,NA,NA,525.5571999999993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024.1.1,NA,NA,NA,NA,NA,NA,NA,2024-07-05_13h00.30.415,60.60606060606061,NA,NA,31.766600000001404,NA,NA,NA,NA,NA,NA,6687e03c2ea8417663e43d09,2,TRUE,45
﻿Please look at the following plot and use the slider to estimate the level of relatedness.,NA,NA,NA,atypical_scatterplots_main_test_T,NA,NA,NA,66868c1df973f7ededaff065,NA,001,PARTICIPANT,18_spice_T_hi.png,atypical_scatterplots_main_T,NA,NA,NA,NA,NA,20.587899999998513,2,2,NA,NA,NA,525.5573999999986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-05_13h01.13.315,0,18T,NA,NA,NA,NA,Win32,NA,all_plots/18_spice_T_hi.png,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6981481764051649,NA,space,NA,NA,black,NA,NA,NA,NA,NA,1,NA,NA,NA,548.6881999999994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024.1.1,NA,NA,NA,NA,NA,NA,NA,2024-07-05_13h00.30.415,60.60606060606061,NA,NA,19.6598000000007,NA,NA,NA,NA,NA,NA,6687e03c2ea8417663e43d09,2,TRUE,45
﻿Please look at the following plot and use the slider to estimate the level of relatedness.,NA,NA,NA,atypical_scatterplots_main_test_T,NA,NA,NA,66868c1df973f7ededaff065,NA,001,PARTICIPANT,28_spice_T_hi.png,atypical_scatterplots_main_T,NA,NA,NA,NA,NA,21.096600000001445,3,3,NA,NA,NA,548.6926999999994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-05_13h01.13.315,0,28T,NA,NA,NA,NA,Win32,NA,all_plots/28_spice_T_hi.png,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7509259541829427,NA,space,NA,NA,black,NA,NA,NA,NA,NA,1,NA,NA,NA,572.3360000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024.1.1,NA,NA,NA,NA,NA,NA,NA,2024-07-05_13h00.30.415,60.60606060606061,NA,NA,20.55250000000001,NA,NA,NA,NA,NA,NA,6687e03c2ea8417663e43d09,2,TRUE,45
﻿Please look at the following plot and use the slider to estimate the level of relatedness.,NA,NA,NA,atypical_scatterplots_main_test_T,NA,NA,NA,66868c1df973f7ededaff065,NA,001,PARTICIPANT,7_spice_T_hi.png,atypical_scatterplots_main_T,NA,NA,NA,NA,NA,19.51589999999851,4,4,NA,NA,NA,572.3361999999993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-05_13h01.13.315,0,7T,NA,NA,NA,NA,Win32,NA,all_plots/7_spice_T_hi.png,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6509259541829427,NA,space,NA,NA,black,NA,NA,NA,NA,NA,1,NA,NA,NA,594.4008000000008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024.1.1,NA,NA,NA,NA,NA,NA,NA,2024-07-05_13h00.30.415,60.60606060606061,NA,NA,21.45280000000082,NA,NA,NA,NA,NA,NA,6687e03c2ea8417663e43d09,2,TRUE,45
﻿Please look at the following plot and use the slider to estimate the level of relatedness.,NA,NA,NA,atypical_scatterplots_main_test_T,NA,NA,NA,66868c1df973f7ededaff065,NA,001,PARTICIPANT,14_spice_T_hi.png,atypical_scatterplots_main_T,NA,NA,NA,NA,NA,82.2595,5,5,NA,NA,NA,594.4008999999986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-05_13h01.13.315,0,14T,NA,NA,NA,NA,Win32,NA,all_plots/14_spice_T_hi.png,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6546296861436631,NA,space,NA,NA,black,NA,NA,NA,NA,NA,1,NA,NA,NA,679.2145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024.1.1,NA,NA,NA,NA,NA,NA,NA,2024-07-05_13h00.30.415,60.60606060606061,NA,NA,83.7721000000015,NA,NA,NA,NA,NA,NA,6687e03c2ea8417663e43d09,2,TRUE,45
﻿Please look at the following plot and use the slider to estimate the level of relatedness.,NA,NA,NA,atypical_scatterplots_main_test_T,NA,NA,NA,66868c1df973f7ededaff065,NA,001,PARTICIPANT,41_spice_T_hi.png,atypical_scatterplots_main_T,NA,NA,NA,NA,NA,22.53240000000233,6,6,NA,NA,NA,679.2148999999986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-05_13h01.13.315,0,41T,NA,NA,NA,NA,Win32,NA,all_plots/41_spice_T_hi.png,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8990741305881076,NA,space,NA,NA,black,NA,NA,NA,NA,NA,1,NA,NA,NA,704.2936999999994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024.1.1,NA,NA,NA,NA,NA,NA,NA,2024-07-05_13h00.30.415,60.60606060606061,NA,NA,23.770099999997797,NA,NA,NA,NA,NA,NA,6687e03c2ea8417663e43d09,2,TRUE,45
﻿Please look at the following plot and use the slider to estimate the level of relatedness.,NA,NA,NA,atypical_scatterplots_main_test_T,NA,NA,NA,66868c1df973f7ededaff065,NA,001,PARTICIPANT,33_spice_T_hi.png,atypical_scatterplots_main_T,NA,NA,NA,NA,NA,12.959500000000048,7,7,NA,NA,NA,704.2940000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-05_13h01.13.315,0,33T,NA,NA,NA,NA,Win32,NA,all_plots/33_spice_T_hi.png,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7462963528103299,NA,space,NA,NA,black,NA,NA,NA,NA,NA,1,NA,NA,NA,719.7978000000008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024.1.1,NA,NA,NA,NA,NA,NA,NA,2024-07-05_13h00.30.415,60.60606060606061,NA,NA,14.55329999999708,NA,NA,NA,NA,NA,NA,6687e03c2ea8417663e43d09,2,TRUE,45
﻿Please look at the following plot and use the slider to estimate the level of relatedness.,NA,NA,NA,atypical_scatterplots_main_test_T,NA,NA,NA,66868c1df973f7ededaff065,NA,001,PARTICIPANT,32_spice_T_hi.png,atypical_scatterplots_main_T,NA,NA,NA,NA,NA,13.268699999999283,8,8,NA,NA,NA,719.7980000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-05_13h01.13.315,0,32T,NA,NA,NA,NA,Win32,NA,all_plots/32_spice_T_hi.png,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8018519083658855,NA,space,NA,NA,black,NA,NA,NA,NA,NA,1,NA,NA,NA,735.6186000000016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024.1.1,NA,NA,NA,NA,NA,NA,NA,2024-07-05_13h00.30.415,60.60606060606061,NA,NA,15.084400000002232,NA,NA,NA,NA,NA,NA,6687e03c2ea8417663e43d09,2,TRUE,45
﻿Please look at the following plot and use the slider to estimate the level of relatedness.,NA,NA,NA,atypical_scatterplots_main_test_T,NA,NA,NA,66868c1df973f7ededaff065,NA,001,PARTICIPANT,4_spice_T_hi.png,atypical_scatterplots_main_T,NA,NA,NA,NA,NA,110.52389999999856,9,9,NA,NA,NA,735.6191000000016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-05_13h01.13.315,0,4T,NA,NA,NA,NA,Win32,NA,all_plots/4_spice_T_hi.png,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6638888888888889,NA,space,NA,NA,black,NA,NA,NA,NA,NA,1,NA,NA,NA,848.6921000000016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024.1.1,NA,NA,NA,NA,NA,NA,NA,2024-07-05_13h00.30.415,60.60606060606061,NA,NA,107.66469999999936,NA,NA,NA,NA,NA,NA,6687e03c2ea8417663e43d09,2,TRUE,45
﻿Please look at the following plot and use the slider to estimate the level of relatedness.,NA,NA,NA,atypical_scatterplots_main_test_T,NA,NA,NA,66868c1df973f7ededaff065,NA,001,PARTICIPANT,24_spice_T_hi.png,atypical_scatterplots_main_T,NA,NA,NA,NA,NA,17.268100000001596,10,10,NA,NA,NA,848.6965000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-05_13h01.13.315,0,24T,NA,NA,NA,NA,Win32,NA,all_plots/24_spice_T_hi.png,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6546296861436631,NA,space,NA,NA,black,NA,NA,NA,NA,NA,1,NA,NA,NA,868.5088999999986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024.1.1,NA,NA,NA,NA,NA,NA,NA,2024-07-05_13h00.30.415,60.60606060606061,NA,NA,18.633899999998448,NA,NA,NA,NA,NA,NA,6687e03c2ea8417663e43d09,2,TRUE,45
﻿Please look at the following plot and use the slider to estimate the level of relatedness.,NA,NA,NA,atypical_scatterplots_main_test_T,NA,NA,NA,66868c1df973f7ededaff065,NA,001,PARTICIPANT,40_spice_T_hi.png,atypical_scatterplots_main_T,NA,NA,NA,NA,NA,15.559399999998504,11,11,NA,NA,NA,868.5091000000016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-05_13h01.13.315,0,40T,NA,NA,NA,NA,Win32,NA,all_plots/40_spice_T_hi.png,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8453703986273872,NA,space,NA,NA,black,NA,NA,NA,NA,NA,1,NA,NA,NA,886.6110000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024.1.1,NA,NA,NA,NA,NA,NA,NA,2024-07-05_13h00.30.415,60.60606060606061,NA,NA,16.116900000002147,NA,NA,NA,NA,NA,NA,6687e03c2ea8417663e43d09,2,TRUE,45
﻿Please look at the following plot and use the slider to estimate the level of relatedness.,NA,NA,NA,atypical_scatterplots_main_test_T,NA,NA,NA,66868c1df973f7ededaff065,NA,001,PARTICIPANT,38_spice_T_hi.png,atypical_scatterplots_main_T,NA,NA,NA,NA,NA,11.687099999997711,12,12,NA,NA,NA,886.6111999999994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-05_13h01.13.315,0,38T,NA,NA,NA,NA,Win32,NA,all_plots/38_spice_T_hi.png,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8453703986273872,NA,space,NA,NA,black,NA,NA,NA,NA,NA,1,NA,NA,NA,900.8491999999992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024.1.1,NA,NA,NA,NA,NA,NA,NA,2024-07-05_13h00.30.415,60.60606060606061,NA,NA,13.33540000000221,NA,NA,NA,NA,NA,NA,6687e03c2ea8417663e43d09,2,TRUE,45
﻿Please look at the following plot and use the slider to estimate the level of relatedness.,NA,NA,NA,atypical_scatterplots_main_test_T,NA,NA,NA,66868c1df973f7ededaff065,NA,001,PARTICIPANT,44_spice_T_hi.png,atypical_scatterplots_main_T,NA,NA,NA,NA,NA,15.71550000000002,13,13,NA,NA,NA,900.8493999999986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-05_13h01.13.315,0,44T,NA,NA,NA,NA,Win32,NA,all_plots/44_spice_T_hi.png,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9046296861436632,NA,space,NA,NA,black,NA,NA,NA,NA,NA,1,NA,NA,NA,919.1173999999986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024.1.1,NA,NA,NA,NA,NA,NA,NA,2024-07-05_13h00.30.415,60.60606060606061,NA,NA,17.340400000002205,NA,NA,NA,NA,NA,NA,6687e03c2ea8417663e43d09,2,TRUE,45
﻿Please look at the following plot and use the slider to estimate the level of relatedness.,NA,NA,NA,atypical_scatterplots_main_test_T,NA,NA,NA,66868c1df973f7ededaff065,NA,001,PARTICIPANT,3_spice_T_hi.png,atypical_scatterplots_main_T,NA,NA,NA,NA,NA,21.658000000000015,14,14,NA,NA,NA,919.1176999999992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-05_13h01.13.315,0,3T,NA,NA,NA,NA,Win32,NA,all_plots/3_spice_T_hi.png,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6027777777777777,NA,space,NA,NA,black,NA,NA,NA,NA,NA,1,NA,NA,NA,943.3308000000007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024.1.1,NA,NA,NA,NA,NA,NA,NA,2024-07-05_13h00.30.415,60.60606060606061,NA,NA,23.623199999999315,NA,NA,NA,NA,NA,NA,6687e03c2ea8417663e43d09,2,TRUE,45
﻿Please look at the following plot and use the slider to estimate the level of relatedness.,NA,NA,NA,atypical_scatterplots_main_test_T,NA,NA,NA,66868c1df973f7ededaff065,NA,001,PARTICIPANT,5_spice_T_hi.png,atypical_scatterplots_main_T,NA,NA,NA,NA,NA,10.719399999998473,15,15,NA,NA,NA,943.331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-05_13h01.13.315,0,5T,NA,NA,NA,NA,Win32,NA,all_plots/5_spice_T_hi.png,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.65,NA,space,NA,NA,black,NA,NA,NA,NA,NA,1,NA,NA,NA,956.6035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024.1.1,NA,NA,NA,NA,NA,NA,NA,2024-07-05_13h00.30.415,60.60606060606061,NA,NA,12.800500000000056,NA,NA,NA,NA,NA,NA,6687e03c2ea8417663e43d09,2,TRUE,45
﻿Please look at the following plot and use the slider to estimate the level of relatedness.,NA,NA,NA,atypical_scatterplots_main_test_T,NA,NA,NA,66868c1df973f7ededaff065,NA,001,PARTICIPANT,34_spice_T_hi.png,atypical_scatterplots_main_T,NA,NA,NA,NA,NA,6.320299999997019,16,16,NA,NA,NA,956.6036000000016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-05_13h01.13.315,0,34T,NA,NA,NA,NA,Win32,NA,all_plots/34_spice_T_hi.png,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7037037319607204,NA,space,NA,NA,black,NA,NA,NA,NA,NA,1,NA,NA,NA,965.4626999999994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024.1.1,NA,NA,NA,NA,NA,NA,NA,2024-07-05_13h00.30.415,60.60606060606061,NA,NA,7.568099999997685,NA,NA,NA,NA,NA,NA,6687e03c2ea8417663e43d09,2,TRUE,45
﻿Please look at the following plot and use the slider to estimate the level of relatedness.,NA,NA,NA,atypical_scatterplots_main_test_T,NA,NA,NA,66868c1df973f7ededaff065,NA,001,PARTICIPANT,26_spice_T_hi.png,atypical_scatterplots_main_T,NA,NA,NA,NA,NA,4.62770000000296,17,17,NA,NA,NA,965.4628999999986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-05_13h01.13.315,0,26T,NA,NA,NA,NA,Win32,NA,all_plots/26_spice_T_hi.png,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6481481764051649,NA,space,NA,NA,black,NA,NA,NA,NA,NA,1,NA,NA,NA,972.6401000000016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024.1.1,NA,NA,NA,NA,NA,NA,NA,2024-07-05_13h00.30.415,60.60606060606061,NA,NA,5.371499999999969,NA,NA,NA,NA,NA,NA,6687e03c2ea8417663e43d09,2,TRUE,45
﻿Please look at the following plot and use the slider to estimate the level of relatedness.,NA,NA,NA,atypical_scatterplots_main_test_T,NA,NA,NA,66868c1df973f7ededaff065,NA,001,PARTICIPANT,9_spice_T_hi.png,atypical_scatterplots_main_T,NA,NA,NA,NA,NA,5.026000000000067,18,18,NA,NA,NA,972.6403999999986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-05_13h01.13.315,0,9T,NA,NA,NA,NA,Win32,NA,all_plots/9_spice_T_hi.png,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6037037319607205,NA,space,NA,NA,black,NA,NA,NA,NA,NA,1,NA,NA,NA,980.2176999999992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024.1.1,NA,NA,NA,NA,NA,NA,NA,2024-07-05_13h00.30.415,60.60606060606061,NA,NA,7.03349999999989,NA,NA,NA,NA,NA,NA,6687e03c2ea8417663e43d09,2,TRUE,45
﻿Please IGNORE the plot and set the slider to 0.,NA,NA,NA,atypical_scatterplots_main_test_T,NA,NA,NA,66868c1df973f7ededaff065,NA,001,PARTICIPANT,2_spice_T_hi.png,atypical_scatterplots_main_T,NA,NA,NA,NA,NA,6.68100000000004,19,19,NA,NA,NA,980.2181999999992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-05_13h01.13.315,0,47T,NA,NA,NA,NA,Win32,NA,all_plots/2_spice_T_hi.png,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,space,NA,NA,red,NA,NA,NA,NA,NA,1,NA,NA,NA,989.4431000000016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024.1.1,NA,NA,NA,NA,NA,NA,NA,2024-07-05_13h00.30.415,60.60606060606061,NA,NA,NA,NA,NA,NA,NA,NA,NA,6687e03c2ea8417663e43d09,2,TRUE,45
﻿Please look at the following plot and use the slider to estimate the level of relatedness.,NA,NA,NA,atypical_scatterplots_main_test_T,NA,NA,NA,66868c1df973f7ededaff065,NA,001,PARTICIPANT,2_spice_T_hi.png,atypical_scatterplots_main_T,NA,NA,NA,NA,NA,17.761800000000676,20,20,NA,NA,NA,989.448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-05_13h01.13.315,0,2T,NA,NA,NA,NA,Win32,NA,all_plots/2_spice_T_hi.png,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5083333333333333,NA,space,NA,NA,black,NA,NA,NA,NA,NA,1,NA,NA,NA,1009.7263999999986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024.1.1,NA,NA,NA,NA,NA,NA,NA,2024-07-05_13h00.30.415,60.60606060606061,NA,NA,19.48760000000152,NA,NA,NA,NA,NA,NA,6687e03c2ea8417663e43d09,2,TRUE,45
﻿Please look at the following plot and use the slider to estimate the level of relatedness.,NA,NA,NA,atypical_scatterplots_main_test_T,NA,NA,NA,66868c1df973f7ededaff065,NA,001,PARTICIPANT,16_spice_T_hi.png,atypical_scatterplots_main_T,NA,NA,NA,NA,NA,12.073000000000093,21,21,NA,NA,NA,1009.7266000000016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-05_13h01.13.315,0,16T,NA,NA,NA,NA,Win32,NA,all_plots/16_spice_T_hi.png,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5462963528103298,NA,space,NA,NA,black,NA,NA,NA,NA,NA,1,NA,NA,NA,1024.3478999999986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024.1.1,NA,NA,NA,NA,NA,NA,NA,2024-07-05_13h00.30.415,60.60606060606061,NA,NA,13.067100000001574,NA,NA,NA,NA,NA,NA,6687e03c2ea8417663e43d09,2,TRUE,45
﻿Please look at the following plot and use the slider to estimate the level of relatedness.,NA,NA,NA,atypical_scatterplots_main_test_T,NA,NA,NA,66868c1df973f7ededaff065,NA,001,PARTICIPANT,30_spice_T_hi.png,atypical_scatterplots_main_T,NA,NA,NA,NA,NA,6.5620000000001255,22,22,NA,NA,NA,1024.3481000000015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-05_13h01.13.315,0,30T,NA,NA,NA,NA,Win32,NA,all_plots/30_spice_T_hi.png,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5962963528103299,NA,space,NA,NA,black,NA,NA,NA,NA,NA,1,NA,NA,NA,1033.4568999999983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024.1.1,NA,NA,NA,NA,NA,NA,NA,2024-07-05_13h00.30.415,60.60606060606061,NA,NA,8.451899999998432,NA,NA,NA,NA,NA,NA,6687e03c2ea8417663e43d09,2,TRUE,45
﻿Please look at the following plot and use the slider to estimate the level of relatedness.,NA,NA,NA,atypical_scatterplots_main_test_T,NA,NA,NA,66868c1df973f7ededaff065,NA,001,PARTICIPANT,45_spice_T_hi.png,atypical_scatterplots_main_T,NA,NA,NA,NA,NA,6.404399999998532,23,23,NA,NA,NA,1033.4571000000017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-05_13h01.13.315,0,45T,NA,NA,NA,NA,Win32,NA,all_plots/45_spice_T_hi.png,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9009259541829426,NA,space,NA,NA,black,NA,NA,NA,NA,NA,1,NA,NA,NA,1042.4161000000015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024.1.1,NA,NA,NA,NA,NA,NA,NA,2024-07-05_13h00.30.415,60.60606060606061,NA,NA,7.9903999999985436,NA,NA,NA,NA,NA,NA,6687e03c2ea8417663e43d09,2,TRUE,45
﻿Please look at the following plot and use the slider to estimate the level of relatedness.,NA,NA,NA,atypical_scatterplots_main_test_T,NA,NA,NA,66868c1df973f7ededaff065,NA,001,PARTICIPANT,27_spice_T_hi.png,atypical_scatterplots_main_T,NA,NA,NA,NA,NA,6.843800000000556,24,24,NA,NA,NA,1042.4163999999985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-05_13h01.13.315,0,27T,NA,NA,NA,NA,Win32,NA,all_plots/27_spice_T_hi.png,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.65,NA,space,NA,NA,black,NA,NA,NA,NA,NA,1,NA,NA,NA,1051.8093999999985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024.1.1,NA,NA,NA,NA,NA,NA,NA,2024-07-05_13h00.30.415,60.60606060606061,NA,NA,8.417500000000018,NA,NA,NA,NA,NA,NA,6687e03c2ea8417663e43d09,2,TRUE,45
